,age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,Predicted Income
10538,34,1,117963,13,2,14,0,4,1,0,0,40,39,<=50K
10539,22,3,374116,9,4,7,1,4,0,0,0,36,39,<=50K
10540,60,4,304074,10,6,14,1,4,1,0,0,28,39,<=50K
10541,35,4,212195,9,2,13,5,4,0,0,0,35,39,<=50K
10542,42,6,52781,13,2,3,0,4,1,0,0,40,39,>50K
10543,61,1,176671,14,2,10,5,4,0,0,0,30,39,>50K
10544,24,4,175778,13,4,3,1,4,0,0,0,40,39,<=50K
10545,26,4,340126,9,4,2,3,4,1,0,0,50,39,<=50K
10546,64,4,237581,4,2,14,0,4,1,0,0,48,25,<=50K
10547,47,1,246891,14,0,10,4,4,1,0,0,45,39,<=50K
10548,23,4,181659,7,4,2,3,4,1,0,0,60,39,<=50K
10549,34,4,209900,10,0,10,1,4,1,0,0,15,39,<=50K
10550,47,4,151826,6,0,13,4,2,0,0,0,38,39,<=50K
10551,43,5,210013,10,4,3,1,4,1,0,0,50,39,<=50K
10552,47,5,120131,9,2,3,0,4,1,0,0,50,39,>50K
10553,57,4,366421,9,2,12,0,4,1,0,0,40,25,<=50K
10554,19,4,137578,10,4,0,3,4,1,0,0,10,39,<=50K
10555,36,4,89625,6,5,12,3,1,0,0,0,40,39,<=50K
10556,72,6,298945,13,6,4,1,4,1,0,0,40,39,<=50K
10557,34,1,108247,10,2,3,0,4,1,0,0,45,39,<=50K
10558,31,4,103642,9,2,14,0,4,1,0,0,45,39,<=50K
10559,25,3,181528,9,2,7,5,4,0,0,0,25,39,<=50K
10560,23,4,131699,10,4,12,3,2,0,0,0,14,39,<=50K
10561,18,4,154089,7,4,12,4,4,1,0,0,20,39,<=50K
10562,41,4,247081,10,2,0,0,4,1,0,0,40,39,>50K
10563,45,4,276839,10,3,12,1,4,1,0,0,40,39,<=50K
10564,37,4,166115,6,2,14,0,4,1,0,0,50,39,<=50K
10565,27,4,192936,13,4,3,1,4,0,0,0,30,39,<=50K
10566,50,4,247425,9,0,0,1,2,0,0,0,40,39,<=50K
10567,41,6,198196,15,2,10,0,4,1,15024,0,50,39,>50K
10568,20,4,260254,9,4,2,3,4,1,0,0,40,39,<=50K
10569,60,4,176360,13,2,12,0,4,1,0,0,40,39,>50K
10570,21,3,214731,10,4,7,3,4,0,0,0,40,39,<=50K
10571,23,4,107564,9,4,12,1,4,0,0,0,24,39,<=50K
10572,32,4,29312,9,2,14,0,4,1,0,0,40,39,<=50K
10573,62,4,190610,13,2,3,0,4,1,0,0,50,39,>50K
10574,40,4,296858,10,2,12,0,4,1,5178,0,40,39,>50K
10575,42,4,294431,13,2,3,0,4,1,0,0,60,39,>50K
10576,34,4,259818,9,0,8,4,2,0,0,0,40,39,<=50K
10577,37,1,161111,9,3,8,4,4,0,0,0,10,39,<=50K
10578,42,3,85995,9,2,7,0,4,1,0,0,52,39,<=50K
10579,18,4,108501,10,4,2,3,4,1,0,0,25,39,<=50K
10580,27,4,135296,14,4,3,1,4,0,0,0,40,39,<=50K
10581,27,0,491607,10,2,0,0,2,1,0,0,32,39,<=50K
10582,61,6,170278,15,4,10,1,4,0,0,0,30,30,<=50K
10583,41,4,309932,7,2,2,0,4,1,0,0,40,39,<=50K
10584,46,1,117310,13,2,10,5,4,0,0,0,21,39,>50K
10585,46,4,234289,14,2,3,0,4,1,0,0,60,39,>50K
10586,45,0,199925,11,4,0,4,4,1,0,0,48,39,<=50K
10587,70,1,31540,9,6,8,1,4,0,0,0,20,39,<=50K
10588,46,4,202606,9,5,8,1,2,0,0,0,30,13,<=50K
10589,20,4,239577,10,4,5,3,4,1,0,0,40,39,<=50K
10590,36,4,110013,14,4,12,1,4,0,0,0,40,39,<=50K
10591,38,1,230054,10,2,4,0,4,1,0,0,40,39,>50K
10592,27,4,203558,10,2,10,5,4,0,0,0,40,39,<=50K
10593,51,6,222883,13,2,12,0,2,1,0,0,55,39,>50K
10594,39,4,61518,10,2,3,0,4,1,0,0,50,39,>50K
10595,45,4,246891,11,2,10,0,4,1,0,1902,40,39,>50K
10596,51,4,194995,14,2,3,0,4,1,0,0,50,39,>50K
10597,52,4,207025,9,0,9,4,2,0,0,0,24,39,<=50K
10598,39,5,128715,9,2,3,0,4,1,0,0,45,39,>50K
10599,30,4,180168,13,0,10,1,4,0,0,0,38,39,<=50K
10600,44,6,270495,10,2,8,5,4,0,0,0,50,39,<=50K
10601,44,4,191196,10,2,10,0,4,1,0,0,35,39,>50K
10602,28,7,624572,9,4,0,3,2,0,0,0,40,39,<=50K
10603,43,4,488706,2,2,4,0,4,1,0,0,45,25,<=50K
10604,43,6,52131,15,2,10,0,4,1,0,1902,50,39,>50K
10605,38,4,134635,9,2,12,0,4,1,0,0,45,39,>50K
10606,41,4,197033,10,2,8,0,4,1,0,0,35,39,<=50K
10607,36,4,112576,13,4,10,1,4,0,0,0,40,39,<=50K
10608,32,4,134737,9,2,6,0,4,1,0,0,42,39,>50K
10609,45,4,154237,9,0,5,4,2,0,0,0,40,39,<=50K
10610,30,4,103200,14,3,10,1,1,0,0,0,40,36,>50K
10611,25,4,179599,5,4,6,1,4,0,0,0,38,39,<=50K
10612,57,3,274900,4,2,7,2,4,1,0,0,45,5,<=50K
10613,21,4,138580,8,4,6,1,2,0,0,0,40,39,<=50K
10614,43,1,187034,10,0,3,1,4,0,0,0,40,39,<=50K
10615,19,4,263568,6,4,5,3,4,1,594,0,35,39,<=50K
10616,21,4,142332,8,4,6,3,4,1,0,0,25,39,<=50K
10617,40,4,174090,11,4,12,4,4,0,4687,0,50,39,<=50K
10618,38,0,103323,13,2,11,0,4,1,0,0,55,39,>50K
10619,24,4,108670,11,4,8,4,4,0,0,0,32,39,<=50K
10620,18,3,326640,9,4,7,3,4,0,0,0,20,39,<=50K
10621,54,4,99185,14,2,10,0,4,1,0,0,40,39,>50K
10622,29,4,365328,10,2,12,5,4,0,0,0,40,39,<=50K
10623,19,0,53220,10,4,0,3,2,0,0,1602,20,39,<=50K
10624,22,4,369084,10,4,2,3,4,1,0,0,40,39,<=50K
10625,48,0,55377,9,2,14,0,2,1,0,0,55,22,>50K
10626,64,4,271094,13,0,10,1,4,0,0,0,20,39,<=50K
10627,27,4,165014,10,2,12,3,3,0,0,0,11,25,<=50K
10628,40,1,284086,14,2,10,0,4,1,7688,0,40,39,>50K
10629,47,0,186256,12,2,3,0,4,1,15024,0,40,39,>50K
10630,19,4,84250,10,4,12,3,4,0,0,0,22,39,<=50K
10631,39,4,189404,13,2,13,0,4,1,0,0,40,39,>50K
10632,34,4,152667,8,4,8,1,4,1,0,0,25,39,<=50K
10633,36,4,239755,13,2,3,0,4,1,0,0,50,39,>50K
10634,44,4,271756,9,2,0,0,2,1,0,0,40,39,>50K
10635,23,4,332657,10,4,8,1,4,0,0,0,25,39,<=50K
10636,36,4,141029,9,5,2,4,4,0,0,0,40,39,<=50K
10637,27,4,41281,14,4,10,1,4,1,0,0,65,39,<=50K
10638,41,0,27444,10,2,3,0,4,1,0,0,40,39,>50K
10639,20,4,267945,10,4,12,3,4,0,0,0,15,39,<=50K
10640,30,4,177675,9,4,6,2,4,1,0,0,40,39,<=50K
10641,20,4,135716,9,4,5,3,4,1,0,0,44,39,<=50K
10642,40,4,91355,9,4,8,1,2,0,0,0,40,39,<=50K
10643,47,6,53292,12,6,10,4,4,0,0,0,35,39,<=50K
10644,51,4,256466,13,2,0,0,1,1,0,0,50,30,>50K
10645,40,4,126701,11,0,12,1,4,1,13550,0,50,39,>50K
10646,25,4,64671,2,4,8,1,1,0,0,0,40,30,<=50K
10647,50,8,123004,9,2,6,3,4,0,0,1887,40,39,>50K
10648,26,4,167350,9,2,2,0,4,1,0,0,45,39,<=50K
10649,62,7,160062,9,2,14,0,4,1,0,0,44,39,<=50K
10650,34,4,35683,10,0,6,1,4,0,0,0,40,39,<=50K
10651,28,4,146565,9,4,0,1,4,0,0,0,35,39,<=50K
10652,37,6,168166,10,0,12,4,4,0,0,0,40,39,<=50K
10653,34,4,117779,10,0,0,4,4,0,2977,0,65,39,<=50K
10654,58,1,310085,9,2,8,0,4,1,0,0,40,39,<=50K
10655,26,4,262413,9,4,5,3,4,0,0,0,40,21,<=50K
10656,56,4,152874,13,0,10,4,2,0,0,1741,40,39,<=50K
10657,29,4,35314,10,0,0,4,4,0,0,0,20,39,<=50K
10658,37,4,32719,13,2,10,5,4,0,0,0,50,39,>50K
10659,37,4,224566,9,2,2,0,4,1,0,0,40,39,<=50K
10660,20,4,190290,10,4,14,3,4,1,0,1602,40,39,<=50K
10661,26,4,331806,9,4,14,1,2,1,0,0,37,39,<=50K
10662,45,5,328610,10,2,3,0,4,1,0,0,55,39,>50K
10663,20,4,221533,7,4,2,1,4,1,0,0,40,39,<=50K
10664,35,4,350169,9,0,6,4,4,0,0,0,38,23,<=50K
10665,29,4,125131,9,2,6,5,4,0,0,0,40,39,<=50K
10666,71,3,158437,3,2,7,0,4,1,0,0,40,17,<=50K
10667,37,4,180714,9,4,8,4,2,1,0,0,48,39,<=50K
10668,40,4,284086,5,0,14,1,4,1,0,0,30,39,<=50K
10669,33,4,119422,9,2,3,0,4,1,0,0,40,39,<=50K
10670,22,3,327060,9,4,7,4,2,1,0,0,8,39,<=50K
10671,32,4,171813,13,4,10,3,4,0,0,0,40,39,<=50K
10672,39,1,20308,13,2,10,0,4,1,0,0,40,39,>50K
10673,17,3,45037,6,4,7,3,4,0,0,0,25,39,<=50K
10674,53,4,139157,3,2,6,0,4,1,0,0,40,39,<=50K
10675,33,4,228931,13,2,10,0,4,1,7298,0,40,39,>50K
10676,60,4,220729,4,2,12,0,4,1,0,0,50,39,<=50K
10677,43,6,147230,13,2,3,0,4,1,0,0,60,39,<=50K
10678,29,4,79586,9,2,2,0,0,1,0,0,65,39,<=50K
10679,40,5,279914,15,2,10,0,4,1,0,2415,40,39,>50K
10680,62,4,142769,10,2,11,0,4,1,0,0,40,39,>50K
10681,30,4,226525,6,0,14,3,4,1,0,0,40,39,<=50K
10682,18,4,178759,10,4,12,3,4,0,0,0,15,39,<=50K
10683,49,4,106705,10,5,12,4,4,0,0,0,36,39,<=50K
10684,57,4,194161,9,2,14,0,4,1,0,0,42,21,>50K
10685,37,4,225385,9,0,6,3,4,0,0,0,40,39,<=50K
10686,66,6,331960,9,2,2,0,4,1,0,0,20,39,<=50K
10687,50,4,156877,9,2,0,0,4,1,0,0,35,39,<=50K
10688,24,4,271354,9,2,8,0,4,1,0,0,40,39,<=50K
10689,31,4,33117,10,2,2,0,4,1,0,0,45,39,<=50K
10690,38,4,212437,12,4,8,4,2,0,0,0,30,39,<=50K
10691,37,4,121228,9,0,6,4,4,1,0,1726,50,39,<=50K
10692,62,6,142139,9,2,14,0,4,1,0,0,30,39,<=50K
10693,54,4,165001,9,2,3,0,4,1,0,0,48,39,>50K
10694,56,1,294623,3,2,14,0,4,1,0,0,40,39,<=50K
10695,24,1,244413,9,4,0,3,2,1,0,0,35,5,<=50K
10696,29,4,146014,9,0,2,1,4,1,0,0,50,39,<=50K
10697,53,6,197014,9,4,2,1,4,1,0,0,35,39,<=50K
10698,56,6,169528,9,2,2,0,4,1,0,0,40,39,<=50K
10699,60,3,162397,10,2,7,0,4,1,0,0,2,39,<=50K
10700,38,6,154641,9,2,4,0,4,1,0,0,50,39,<=50K
10701,52,4,251585,6,2,14,0,4,1,0,0,55,39,>50K
10702,28,4,46322,12,4,0,1,2,0,0,0,38,39,<=50K
10703,46,1,197042,10,2,3,5,4,0,0,0,50,39,<=50K
10704,43,4,111829,11,4,10,1,4,0,0,0,40,39,<=50K
10705,24,1,229005,10,4,0,1,2,0,0,0,40,39,<=50K
10706,64,4,298546,9,2,4,0,4,1,0,0,70,39,<=50K
10707,43,0,111483,11,2,10,0,4,1,3103,0,40,39,>50K
10708,64,4,104973,9,2,0,0,4,1,0,0,45,39,<=50K
10709,40,4,383300,9,2,5,0,4,1,0,0,40,39,>50K
10710,38,4,135162,2,3,0,1,4,1,0,0,40,27,<=50K
10711,36,4,87520,9,2,8,2,4,0,0,0,40,39,>50K
10712,19,4,183258,9,4,2,3,4,1,0,0,40,39,<=50K
10713,19,4,206546,10,4,5,3,4,1,0,0,24,39,<=50K
10714,55,4,199212,10,2,0,5,4,0,5178,0,40,39,>50K
10715,41,1,207685,14,2,10,0,4,1,0,0,61,39,>50K
10716,36,4,213277,10,2,2,0,4,1,0,0,50,39,>50K
10717,23,4,129980,10,4,5,2,4,1,0,0,40,39,<=50K
10718,28,4,118089,9,2,3,0,4,1,4386,0,45,39,>50K
10719,34,6,236391,7,2,12,5,4,0,0,0,30,39,<=50K
10720,49,4,209057,13,2,12,0,4,1,0,0,60,39,>50K
10721,47,4,98044,1,4,8,1,4,1,0,0,25,7,<=50K
10722,21,4,154192,9,2,5,0,4,1,0,0,40,39,<=50K
10723,36,4,48268,9,2,2,0,4,1,0,0,40,39,<=50K
10724,17,4,158762,6,4,0,3,4,0,0,0,16,39,<=50K
10725,22,4,87569,11,4,8,1,4,0,0,1762,40,39,<=50K
10726,33,3,274800,9,5,7,3,2,0,0,0,40,39,<=50K
10727,42,1,230684,12,2,3,0,4,1,0,1579,40,39,>50K
10728,52,4,155496,9,4,0,2,4,0,0,0,40,39,<=50K
10729,37,4,22494,10,3,3,4,4,0,0,0,41,39,<=50K
10730,42,4,200610,9,2,2,0,4,1,0,1740,60,39,<=50K
10731,48,7,54985,13,2,10,0,4,1,0,0,40,39,>50K
10732,46,4,207807,6,2,6,5,2,0,0,0,30,39,<=50K
10733,18,4,294263,9,4,12,1,4,0,0,0,9,39,<=50K
10734,23,4,204226,10,4,0,1,4,0,0,0,40,39,<=50K
10735,90,1,188242,9,4,2,3,4,1,11678,0,40,39,>50K
10736,47,4,20956,9,2,2,0,4,1,0,0,40,39,>50K
10737,40,4,55567,13,2,10,5,4,0,0,0,40,39,>50K
10738,23,7,251325,10,4,12,1,1,0,0,0,8,27,<=50K
10739,33,6,75417,9,5,8,4,4,0,0,0,8,39,<=50K
10740,36,1,185556,13,2,10,0,4,1,0,0,35,39,>50K
10741,38,4,96732,5,2,4,0,4,1,0,0,60,25,<=50K
10742,31,4,323985,9,2,3,5,4,0,0,0,40,39,<=50K
10743,52,0,198186,6,5,0,4,2,0,0,0,40,39,<=50K
10744,21,4,147884,10,2,0,2,4,0,0,0,40,39,<=50K
10745,35,4,285000,13,4,10,1,4,1,0,0,45,39,<=50K
10746,54,4,91882,9,2,2,0,4,1,0,0,43,39,>50K
10747,37,4,196434,10,2,12,0,4,1,0,0,40,39,>50K
10748,52,4,191968,9,4,0,1,4,0,0,0,40,39,<=50K
10749,42,4,222756,13,0,10,4,4,1,7430,0,40,39,>50K
10750,34,4,66384,10,4,10,3,4,1,0,0,35,39,<=50K
10751,46,4,165937,9,2,2,0,4,1,0,0,40,39,>50K
10752,56,4,243076,10,4,2,4,4,1,0,0,40,39,<=50K
10753,36,6,193026,9,4,4,1,4,1,0,0,60,39,<=50K
10754,39,7,126894,16,4,10,1,2,0,0,0,30,39,<=50K
10755,24,4,214399,13,4,10,3,4,0,0,0,55,39,<=50K
10756,70,3,98979,10,2,7,0,2,1,0,0,20,39,<=50K
10757,29,4,191177,9,2,0,5,4,0,0,0,18,39,<=50K
10758,27,4,420351,9,4,0,1,4,1,0,0,45,39,<=50K
10759,53,4,159849,10,0,0,1,4,0,0,0,35,39,<=50K
10760,36,4,128392,13,0,3,1,4,1,4787,0,40,39,>50K
10761,27,4,130492,7,0,2,4,3,1,0,0,35,39,<=50K
10762,48,4,59380,10,4,10,4,4,0,0,0,45,39,<=50K
10763,59,1,130532,13,0,0,1,4,0,0,0,45,39,<=50K
10764,29,4,535740,9,4,2,4,2,1,0,0,40,39,<=50K
10765,21,4,186452,10,4,8,3,4,1,0,0,35,39,<=50K
10766,29,4,276418,9,2,6,5,2,0,0,2051,32,39,<=50K
10767,19,3,383715,10,4,7,1,4,0,0,0,25,39,<=50K
10768,32,4,418617,13,4,12,1,4,1,0,0,55,7,<=50K
10769,23,4,607118,9,4,8,3,2,1,0,0,36,39,<=50K
10770,42,5,230592,13,2,12,0,4,1,0,0,50,39,>50K
10771,68,1,212932,6,2,8,0,2,1,0,0,20,39,<=50K
10772,51,6,321865,10,2,8,0,4,1,0,0,99,39,<=50K
10773,36,4,240755,5,2,5,0,4,1,0,0,60,39,<=50K
10774,25,4,167571,10,4,8,3,4,0,0,0,25,39,<=50K
10775,70,6,165586,9,2,4,0,4,1,0,0,40,39,<=50K
10776,29,6,132267,12,2,13,0,4,1,0,0,60,39,<=50K
10777,53,4,308082,1,4,8,1,4,0,0,0,15,7,<=50K
10778,31,6,402812,9,2,2,0,4,1,7298,0,45,39,>50K
10779,25,1,136357,9,2,2,0,4,1,0,0,40,39,<=50K
10780,17,4,117549,7,4,12,3,2,0,0,0,35,39,<=50K
10781,41,4,482677,6,2,0,5,4,0,0,0,30,39,<=50K
10782,72,6,112658,9,2,4,0,4,1,2653,0,42,39,<=50K
10783,34,4,120461,9,0,3,1,4,0,0,0,40,39,<=50K
10784,48,4,83444,14,2,10,0,4,1,7298,0,55,39,>50K
10785,34,4,93699,9,5,12,4,4,0,0,0,50,39,<=50K
10786,45,4,174794,10,0,9,1,4,0,0,0,29,39,<=50K
10787,22,4,157332,9,4,0,1,4,0,0,0,35,39,<=50K
10788,20,4,420973,10,4,0,3,4,0,0,0,20,39,<=50K
10789,30,4,176471,9,0,8,4,4,0,0,0,38,39,<=50K
10790,31,4,113708,9,2,6,0,4,1,0,0,40,39,<=50K
10791,21,7,82497,10,4,0,3,4,0,0,0,20,39,<=50K
10792,32,4,169512,13,2,12,0,2,1,0,0,60,39,>50K
10793,44,4,157765,9,0,6,1,4,0,0,0,40,39,<=50K
10794,48,4,277946,9,2,2,0,4,1,0,0,40,39,<=50K
10795,21,3,195808,7,4,7,3,4,1,0,0,15,39,<=50K
10796,50,4,57852,16,2,10,0,4,1,0,0,55,39,>50K
10797,46,4,99699,13,5,10,1,2,0,0,1876,40,39,<=50K
10798,32,4,296466,11,2,2,0,4,1,0,0,40,39,<=50K
10799,44,5,248476,10,2,12,0,4,1,0,0,45,39,>50K
10800,43,4,409902,9,4,8,1,2,0,0,0,96,39,<=50K
10801,19,3,187161,9,2,7,3,4,0,0,0,20,39,<=50K
10802,36,1,220237,13,2,11,0,4,1,0,1977,40,39,>50K
10803,21,4,303187,10,4,5,3,1,1,0,0,40,30,<=50K
10804,38,4,285890,13,2,13,0,2,1,0,0,55,39,>50K
10805,38,5,63322,13,4,3,1,4,1,0,0,60,39,<=50K
10806,56,6,159937,9,2,3,0,0,1,0,0,30,39,<=50K
10807,28,4,208725,15,2,10,0,4,1,0,0,50,39,>50K
10808,41,4,325159,13,2,0,0,4,1,0,0,50,39,>50K
10809,56,4,89698,9,6,0,1,2,0,0,0,40,39,<=50K
10810,32,4,399088,13,4,3,1,4,0,0,0,45,39,<=50K
10811,35,4,134922,9,0,6,4,4,0,0,0,50,39,<=50K
10812,22,4,245866,10,4,2,1,4,1,0,0,40,39,<=50K
10813,37,4,406328,13,2,0,0,2,1,0,0,50,39,>50K
10814,72,6,203523,15,2,3,0,4,1,0,0,10,39,<=50K
10815,30,4,272432,9,4,13,4,4,0,0,0,40,39,<=50K
10816,30,7,182271,9,0,11,1,4,1,0,0,40,39,<=50K
10817,50,4,193746,9,2,3,0,4,1,0,0,60,39,>50K
10818,49,6,203505,9,0,12,1,4,0,0,0,30,39,<=50K
10819,41,4,118484,10,5,12,1,4,1,0,0,40,39,<=50K
10820,25,4,391591,9,4,2,1,4,1,0,0,50,39,<=50K
10821,29,4,30069,10,4,0,3,4,0,0,0,50,39,<=50K
10822,38,4,179731,10,2,3,5,4,0,0,0,52,39,>50K
10823,34,4,128016,14,0,3,1,4,0,2202,0,40,39,<=50K
10824,38,4,139473,9,2,2,0,4,1,0,0,50,39,<=50K
10825,26,7,130302,13,2,2,0,4,1,0,0,40,39,<=50K
10826,23,4,250630,13,4,12,1,4,0,0,0,40,39,<=50K
10827,24,1,115222,14,4,10,1,4,1,10520,0,40,39,>50K
10828,19,4,198700,10,4,6,3,2,1,0,0,20,39,<=50K
10829,23,4,394191,9,4,2,2,4,1,0,0,40,39,<=50K
10830,78,4,163140,9,6,8,1,4,0,0,0,12,39,<=50K
10831,26,4,243786,13,4,8,1,4,0,0,0,38,39,<=50K
10832,42,7,248406,14,2,10,0,4,1,0,0,38,39,>50K
10833,20,3,33860,10,4,7,1,0,0,0,0,28,39,<=50K
10834,45,4,138342,9,2,2,0,4,1,0,0,84,39,<=50K
10835,41,4,115254,10,0,6,4,2,0,0,0,40,39,<=50K
10836,55,4,173504,10,2,8,0,4,1,0,0,50,39,>50K
10837,17,4,89259,7,4,0,3,4,0,0,0,15,39,<=50K
10838,30,7,152940,14,4,10,4,4,1,0,0,40,39,<=50K
10839,27,4,58124,13,4,10,1,2,0,0,0,40,39,<=50K
10840,40,4,201908,11,2,3,0,4,1,0,0,40,39,>50K
10841,39,4,156780,9,3,8,2,1,0,0,0,40,27,<=50K
10842,26,4,152924,10,2,0,5,4,0,0,0,40,39,<=50K
10843,31,4,115963,7,2,6,0,4,1,0,0,40,39,<=50K
10844,29,4,375313,10,4,2,1,1,1,0,0,45,30,<=50K
10845,46,1,126754,13,2,2,0,4,1,0,0,50,39,>50K
10846,35,7,223725,12,2,10,0,4,1,0,0,65,39,<=50K
10847,38,4,298871,9,2,14,0,1,1,0,0,40,2,<=50K
10848,25,1,306352,9,2,11,0,4,1,0,1902,40,25,>50K
10849,45,4,166879,7,0,2,1,4,1,0,0,40,39,<=50K
10850,22,3,125040,10,4,7,3,4,1,0,0,40,39,<=50K
10851,27,6,198493,9,2,10,0,4,1,0,0,60,39,<=50K
10852,44,4,86298,13,4,10,1,4,1,0,0,45,39,<=50K
10853,40,4,249039,9,0,0,1,4,0,0,0,40,39,<=50K
10854,27,4,217200,10,4,0,1,4,1,0,0,40,39,<=50K
10855,30,4,145139,9,4,2,1,4,1,0,0,45,39,<=50K
10856,24,1,146343,9,4,11,1,4,1,0,0,40,39,<=50K
10857,35,4,102976,9,0,3,1,4,1,0,0,50,39,<=50K
10858,50,1,24013,14,2,3,0,4,1,0,0,55,39,>50K
10859,54,4,162745,9,2,2,0,4,1,0,0,55,39,>50K
10860,55,4,128045,9,2,8,0,4,1,0,0,40,39,<=50K
10861,43,4,245937,10,2,10,0,4,1,0,0,65,39,>50K
10862,34,4,426431,10,2,2,0,4,1,0,0,48,39,>50K
10863,41,4,409902,6,5,8,4,2,0,0,0,33,39,<=50K
10864,43,4,580591,2,3,4,1,4,1,0,0,28,25,<=50K
10865,76,6,130585,10,2,8,5,4,0,0,0,12,39,<=50K
10866,24,4,201145,9,4,2,1,4,1,0,0,65,39,<=50K
10867,51,4,196107,10,2,4,0,4,1,0,0,60,39,>50K
10868,55,4,178353,5,0,6,1,4,1,10520,0,60,39,>50K
10869,23,4,195508,10,4,5,3,4,1,0,0,20,39,<=50K
10870,23,4,224716,10,4,12,1,4,1,0,0,35,39,<=50K
10871,18,3,280901,9,4,7,3,4,0,0,0,15,39,<=50K
10872,43,4,169076,9,2,6,0,2,1,0,0,40,39,<=50K
10873,39,4,141584,10,2,13,0,4,1,0,0,50,39,>50K
10874,57,6,253267,3,5,8,4,4,0,0,0,35,4,<=50K
10875,27,4,203776,10,2,12,0,4,1,0,0,45,39,<=50K
10876,54,1,449172,13,0,3,1,2,1,0,0,40,39,<=50K
10877,37,4,174329,10,4,8,3,4,1,0,0,20,39,<=50K
10878,44,4,91674,14,2,3,0,4,1,0,0,50,39,>50K
10879,62,4,202958,10,2,6,0,4,1,0,0,40,39,<=50K
10880,40,4,205680,14,2,3,0,4,1,0,0,50,39,>50K
10881,29,4,193932,9,4,14,1,4,1,0,0,40,39,<=50K
10882,26,4,177635,8,3,14,4,4,1,0,0,40,25,<=50K
10883,65,3,180422,12,4,7,1,4,1,6723,0,38,39,<=50K
10884,18,4,231335,9,4,12,1,4,1,0,0,40,39,<=50K
10885,46,4,141058,9,2,2,0,4,1,7298,0,40,39,>50K
10886,20,0,114365,9,4,0,3,4,0,0,0,40,39,<=50K
10887,23,1,212856,12,4,11,3,2,0,0,0,35,39,<=50K
10888,23,4,64292,10,4,0,1,4,0,0,0,40,39,<=50K
10889,58,6,96609,10,0,12,1,4,0,0,0,40,39,<=50K
10890,40,3,438427,12,5,7,4,2,0,0,0,55,39,<=50K
10891,62,3,144026,9,2,7,5,4,0,0,0,40,39,<=50K
10892,21,4,105997,9,4,8,2,4,0,0,0,20,39,<=50K
10893,47,1,154430,14,2,10,5,4,0,0,0,40,39,>50K
10894,19,4,162954,9,4,12,3,4,0,0,0,30,39,<=50K
10895,21,4,94826,3,4,2,3,4,1,0,0,40,12,<=50K
10896,27,4,54897,9,2,5,0,4,1,0,0,40,39,<=50K
10897,38,6,135020,10,4,2,3,4,1,0,0,60,39,<=50K
10898,40,6,367819,13,2,3,0,4,1,0,1977,40,39,>50K
10899,22,4,225531,9,4,8,3,4,1,0,2205,40,39,<=50K
10900,49,4,165937,9,2,8,0,4,1,0,0,40,39,<=50K
10901,21,4,131230,10,4,13,3,4,1,0,0,30,39,<=50K
10902,38,4,95647,9,4,0,3,1,1,0,0,30,39,<=50K
10903,66,4,115880,13,2,10,0,4,1,10605,0,40,39,>50K
10904,37,4,262278,11,2,3,0,2,1,15024,0,45,39,>50K
10905,38,4,126755,4,2,14,0,4,1,0,0,45,39,<=50K
10906,47,1,150211,16,2,3,0,4,1,0,0,40,39,>50K
10907,47,4,188694,14,2,10,0,4,1,15024,0,45,39,>50K
10908,53,5,59840,10,2,3,0,4,1,0,0,60,39,>50K
10909,36,4,144752,9,2,2,0,0,1,0,0,48,39,<=50K
10910,63,4,192042,9,2,3,3,2,0,0,0,40,39,>50K
10911,46,4,230806,10,4,3,1,4,0,0,0,40,39,<=50K
10912,28,4,364946,14,4,10,1,4,1,0,0,50,39,<=50K
10913,40,4,133986,6,5,14,4,4,0,0,0,70,39,<=50K
10914,21,3,201418,10,4,7,3,4,1,0,0,30,39,<=50K
10915,31,4,236543,3,2,5,0,4,1,0,0,40,25,<=50K
10916,45,4,238386,11,2,6,0,4,1,0,0,40,39,>50K
10917,50,1,96062,14,2,10,0,4,1,0,0,70,39,<=50K
10918,41,4,202565,9,2,0,0,4,1,0,0,40,39,>50K
10919,46,4,194063,7,2,6,0,4,1,0,0,40,39,<=50K
10920,62,6,243733,14,2,10,0,4,1,7298,0,70,39,>50K
10921,20,4,403519,9,4,8,1,4,1,0,1719,33,39,<=50K
10922,48,7,104353,9,2,2,5,2,0,0,0,40,39,>50K
10923,23,4,239539,9,4,6,3,1,1,0,0,40,30,<=50K
10924,36,4,104089,11,4,4,3,4,1,0,0,40,39,<=50K
10925,33,1,93585,14,4,10,1,4,0,0,0,40,39,<=50K
10926,43,4,139277,9,6,2,4,4,0,0,0,40,21,<=50K
10927,22,4,124971,9,4,2,1,4,1,0,0,45,39,<=50K
10928,50,4,82566,14,2,13,0,4,1,0,0,45,39,>50K
10929,22,4,145964,13,4,12,3,4,1,0,0,15,39,<=50K
10930,32,0,177855,9,2,2,0,4,1,0,0,55,39,<=50K
10931,18,4,263656,7,4,12,3,2,1,0,0,25,39,<=50K
10932,40,4,199191,14,0,3,1,4,0,0,0,50,8,>50K
10933,39,4,212840,13,0,10,4,2,0,0,0,40,39,<=50K
10934,56,4,191330,10,2,2,0,4,1,0,0,40,39,>50K
10935,50,5,193720,9,2,3,0,4,1,0,0,70,11,>50K
10936,39,5,172927,12,2,10,0,4,1,15024,0,50,39,>50K
